order_placement_date,requested_delivery_date,order_delivery_date,order_quantity,quantity_unit,product_name,material_id,country,origin_region,warehouse_names,company_id,order_id
2021-02-18,2021-02-22,2021-02-22,573.4,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COXS62219,m7r3qcqaooxj93dri54p
2021-07-07,2021-09-07,2021-09-07,200.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COGH35635,ugq9mlpnuuzz3h3nn6b0
2020-01-28,2020-02-04,2020-02-04,0.549,MT,Gelatin,E164938,The Netherlands,APAC,Moerdijk,CORQ92002,9xx0bj05mxcpxcx1w80w
2019-01-15,2019-01-31,2019-01-31,0.2,MT,Sugar,E131096,United Kingdom,EU,Swansea,COYK47433,iixrrmvcdwx9my4i11de
2018-10-25,2018-10-29,2018-10-29,375.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COIY74444,1yu96ag0slzob36a7tmd
2020-01-24,2020-02-20,2020-02-20,2000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,CORI51881,sjh3hipc9spw17kf6jzq
2017-05-24,2017-06-09,2017-06-09,1000.0,KG,Gelatin,E164938,France,APAC,Sotteville de Rouen,CORW37630,f2rkaorexft0sazwvmpg
2021-06-08,2021-06-14,2021-06-14,25.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COAK39524,zblj2np6i5gse146oojj
2021-04-30,2021-05-04,2021-05-04,1146.8,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COBC87274,dp5j7qmg1k4o27evcnqi
2021-01-20,2021-01-28,2021-01-28,300.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COHJ15946,yftlxbwlwm5jlsbolqki
2022-11-14,2022-11-18,2022-11-18,240.64,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,CORY46361,xeqbtimkg727nk81tnag
2019-06-21,2019-06-25,2019-06-25,575750.0,G,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COLB25278,nidp3ldjd1xbdyqixycg
2022-03-29,2022-04-01,2022-04-01,0.054520000000000006,MT,Gelatin,E164938,The Netherlands,APAC,Enschede,COCX97353,u3i2sk9zyereprdlx9h4
2019-09-18,2019-09-24,2019-09-24,50.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COZJ23606,avykr6j6ag281vfubo3v
2017-04-07,2017-04-12,2017-04-12,0.2,MT,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COYB41878,1l0bzipl3xt8s7i5lgo9
2019-09-09,2019-09-17,2019-09-17,2000.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COXL81443,tntyestazalhttosrf04
2019-08-08,2019-08-27,2019-08-27,2000.0,KG,Citric Acid,E235421,The Netherlands,EU,Rotterdam,COPI60780,f69ac9t6p07hzq8oejm9
2017-10-04,2017-10-06,2017-10-06,250.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,CODL67013,cuuq4ye0wf3v47xol1iv
2022-02-02,2022-02-14,2022-02-14,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COKM05950,zou1wtxjlvbf1iinsm4f
2018-07-12,2018-07-20,2018-07-20,2000.0,KG,Citric Acid,E235421,The Netherlands,EU,Rotterdam,COPN12688,shohsv5cvm8tnawvdzv1
2017-09-08,2017-09-14,2017-09-14,1100.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COAU07738,9547kpuwfbq2syyj47cc
2019-02-18,2019-02-22,2019-02-22,1.0,MT,Citric Acid,E235421,United Kingdom,EU,Swansea,COZY31704,88rfk2k0jj4ugg6so049
2019-10-29,2019-10-31,2019-10-31,116.56,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,CODM31677,rgacwaqaur58x9qyxwl9
2017-06-19,2017-06-22,2017-06-22,1100.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COSL91909,615payj30amxe2nfzkxy
2021-05-31,2021-06-04,2021-06-04,272.6,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COIZ41043,2ya9mub6qfy2b73rrfkr
2018-02-23,2018-02-27,2018-02-27,2000.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,CODW58329,kn887tletbw4ybypjqwy
2021-05-20,2021-05-27,2021-05-27,500.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COYL65177,s36eyfa2u5qh1ptxgsrm
2022-03-01,2022-03-14,2022-03-14,150.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COQZ46616,q0mlolnta81j8rgo5seb
2017-07-26,2017-07-28,2017-07-28,1095.3,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COLN23384,bmjxmikwmvw9kqkeznl0
2020-07-22,2020-09-23,2020-09-23,1000.0,KG,Citric Acid,E235421,The Netherlands,EU,Moerdijk,COPN12688,hhbvmdcdoetp5xmufu7x
2020-11-27,2020-12-09,2020-12-09,100.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COBI42298,i7fcyq8qds4znzq7gbjw
2022-03-01,2022-03-07,2022-03-07,150.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COKA31664,avlfdjyujjv8lrzsuzpo
2020-04-20,2020-04-24,2020-04-24,0.11656,MT,Gelatin,E164938,The Netherlands,APAC,Moerdijk,CODD27883,0zsrql0sckcwwfcy40xa
2018-11-14,2018-11-16,2018-11-16,0.11186,MT,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COZB44232,lxepnzrc69t77wt8pun5
2021-08-12,2021-09-30,2021-09-30,1.5,MT,Sugar,E131096,United Kingdom,EU,Lutterworth,COWI99755,dgsiri5dsym7d019lzh3
2020-09-03,2020-09-17,2020-09-17,1146.8,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COGS53919,yc0klr7193q1l6ke3hrb
2021-08-17,2021-08-19,2021-08-19,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COAI65307,hqw8e0bn24n3jhyax808
2021-10-15,2021-12-20,2021-12-20,1000.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COJU95361,h0ocog2xr3ldz5jx084d
2022-08-15,2022-08-19,2022-08-19,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COSM78121,ehnsb02lnnw139mxfgbl
2017-04-27,2017-05-02,2017-05-02,1000000.0,G,Sugar,E131096,United Kingdom,EU,Swansea,CODO33281,0m3i1689wantvr4fjsbn
2021-09-15,2021-11-25,2021-11-25,250.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COIF13692,u69im8osvc1u5w2k2ub5
2018-07-03,2018-07-09,2018-07-09,100.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COWP36425,zr8346aw0ewayaj5nd3a
2019-04-30,2019-05-07,2019-05-07,547.65,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,CORQ92002,o4mlvw8botov50zfggja
2020-08-13,2020-08-26,2020-08-26,25.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COPG84405,oyu534q40i1mcy249fb4
2022-04-05,2022-06-17,2022-06-17,12400.0,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COMJ86490,td3hty61jzeklejvgify
2020-01-15,2020-01-21,2020-01-21,25.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COVF09263,1cagq7gxfxlx4uziifln
2020-03-11,2020-03-17,2020-03-18,8000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COCT60468,wrov6zj02k6t845q7hcj
2017-01-09,2017-01-12,2017-01-12,0.2,MT,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COMW19396,taqvo6ibrge8p4fc06hg
2022-08-04,2022-08-10,2022-08-10,500.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COPV45548,flvtqqqt0ygscpvf984h
2017-09-05,2017-09-08,2017-09-08,10000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COCH74792,zcs7gfm9nrauz73bzdkc
2019-11-11,2020-01-03,2020-01-03,10.0,MT,Sugar,E131096,France,EU,Sotteville de Rouen,COET99085,l7g9jnpaxxhz6zmk6ywg
2022-02-28,2022-02-28,2022-02-28,433.51,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COKK08840,xqe74t355hss7nw03vm1
2018-03-01,2018-03-14,2018-03-14,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COYG47721,u0mruczg3ri0yaru5cp3
2018-06-27,2018-06-29,2018-06-29,0.57575,MT,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COQJ46597,skykz1gwjinx5bwne4q7
2020-03-03,2020-03-09,2020-03-09,25.0,KG,Citric Acid,E235421,The Netherlands,EU,Rotterdam,COCW72936,7ag3yn2yjw20c1n0gkcp
2020-05-19,2020-06-10,2020-06-10,24000.0,KG,Gelatin,E164938,France,APAC,Sotteville de Rouen,COWB26384,opxaxujbloripj44lhza
2021-07-20,2021-07-27,2021-07-27,2.0,MT,Sugar,E131096,United Kingdom,EU,Swansea,COSD23602,l40foc9kcx613rm6zgev
2022-05-16,2022-09-30,2022-09-29,0.78,MT,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COTD96829,m4oi6w6n080g9f4ovktc
2021-11-03,2021-11-29,2021-11-29,1647.0,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COLN23384,pwnksw5b90qcbcbe98sa
2020-12-16,2021-02-12,2021-02-12,2.0,MT,Sugar,E131096,United Kingdom,EU,Bristol,COZD36000,ox7d0rzxajcb80pzy037
2017-12-20,2018-01-02,2018-01-02,3000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COJV02648,gbuhzocjecb4yhbm2hns
2021-09-29,2021-10-05,2021-10-05,25.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,CODH39658,qlnap8meesmcouez7ryc
2022-06-08,2022-06-13,2022-06-13,250.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COQY51771,2te8eczg04j1wjbd48aj
2019-10-17,2019-10-23,2019-10-21,1000.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COSD23602,zr8mezrrcfplbxl30kas
2022-07-22,2022-07-26,2022-07-26,500.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COUH74802,zbvye1iiby7uxu23vd14
2022-08-03,2022-08-16,2022-08-16,573.4,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,CORF15305,1avye45qz9vx4xsq60mv
2019-08-06,2019-08-12,2019-08-12,1100.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,CODA67049,6w2jgz3fpxrtzw446t5b
2022-01-26,2022-02-09,2022-02-09,200.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COZR28875,c1u0zq3g0rrsxqsaaye8
2019-03-29,2019-04-01,2019-04-01,233.12,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,CORY46361,s2wcz5g19qguy2n3nfc3
2022-01-17,2022-01-21,2022-01-31,1.098,MT,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COLN23384,7v80yn4o5u58pdd8taia
2018-04-09,2018-04-13,2018-04-12,0.25,MT,Sugar,E131096,United Kingdom,EU,Bristol,CODQ55712,uxy9or1ati2huxmozxra
2021-01-04,2021-01-07,2021-01-07,0.025,MT,Citric Acid,E235421,United Kingdom,EU,Bristol,COHS41191,zmsab3bvtbwgbz13m9np
2021-05-03,2021-05-06,2021-05-06,600.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COWO33756,k2v014jponzv1v8pdewd
2022-03-25,2022-03-30,2022-03-30,0.135,MT,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COQK38025,6l5hrjae8qk4z91playy
2019-10-28,2019-11-04,2019-11-04,1125.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COJV02648,bgrxh5lqxxeglziubhuh
2017-03-22,2017-04-19,2017-04-19,2000.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COOW07100,rtpmo841lcljz9kveadc
2020-03-03,2020-03-27,2020-03-27,2850.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COIB55789,t1zht4eif5s4jd1ayaqr
2020-05-08,2020-05-15,2020-05-15,1151.5,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COHQ92373,s3m5ourol6biv0z5zpxe
2019-01-11,2019-01-17,2019-01-17,174.84,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COJS84142,gq4ppajx4b0a4sk2mlfd
2018-12-27,2019-01-02,2019-01-02,2303.0,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COHQ52650,tlt365w64yqjgvcbikpd
2018-05-16,2018-05-23,2018-05-23,2303.0,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COHQ52650,xkiziypi1xw4spi0vp1d
2022-08-15,2022-09-09,2022-09-09,5000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COFE88156,zxguakvxt2fho8cc98e3
2021-10-07,2021-11-23,2021-11-23,240.64,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COZK41556,r037odn65swsfl04meuu
2021-10-04,2021-10-19,2021-10-19,163.56,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COPZ79516,lz6wkkmy5tg5hj99vaej
2021-07-19,2021-07-28,2021-07-28,0.1,MT,Citric Acid,E235421,United Kingdom,EU,Lutterworth,CODN92793,vobvoliyzicxhrqv9w2z
2018-12-20,2019-01-03,2019-01-08,25.0,KG,Citric Acid,E235421,The Netherlands,EU,Moerdijk,COCW72936,zs7cczwi87jlgtvxjjdh
2020-02-03,2020-02-07,2020-02-07,690.9,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,CORY46361,2udx1zfmq6i4bhmyx2pp
2018-09-11,2018-10-10,2018-10-10,4.5,MT,Gelatin,E164938,France,APAC,Villebon sur Yvette,COPM10254,qla1g0r6w6nch4h9cgjk
2021-04-07,2021-10-06,2022-03-04,2000.0,KG,Citric Acid,E235421,The Netherlands,EU,Moerdijk,COPN12688,91dpiwpzxs12fzxotcsz
2021-09-22,2021-10-11,2021-10-14,3000.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COOM36510,y0rcnj6brjdna0c0fosh
2017-05-23,2017-05-29,2017-05-29,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COWR84952,4lv73qi3urnjek91kegj
2021-12-10,2021-12-15,2021-12-15,3726.708,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COSX75653,52t2pm318giyrnq1m3a2
2022-09-27,2022-10-04,2022-10-04,0.225,MT,Citric Acid,E235421,United Kingdom,EU,Swansea,COOI63648,v818iqwlok7gbupl5ros
2020-06-26,2020-07-01,2020-07-01,500.0,KG,Gelatin,E164938,France,APAC,Sotteville de Rouen,COKT45563,zhx14a80q15fqjit6f5q
2018-01-12,2018-01-18,2018-01-18,200.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COIT68077,4myixxja3wx6ilj42cw9
2019-04-18,2019-04-26,2019-04-26,200.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COOM76543,j51kpsz6w8wbzo547gfp
2018-04-05,2018-04-09,2018-04-09,5757.5,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COEV84192,qeqqr7d6e5f0h74isrca
2018-11-23,2019-01-07,2019-01-07,24.0,MT,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COPY59486,xhcyep5zplyo0su0r7g0
2022-09-02,2022-09-23,2022-09-23,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COQI39033,sgq9werx6tp9qopwsuqf
2021-07-02,2021-07-07,2021-07-07,500.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COLC51967,qng89vb92g1ipjj9r518
2018-03-20,2018-03-23,2018-03-22,2000.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COSD23602,ml948u3lq28qaqx9v3ed
2022-06-02,2022-06-10,2022-06-10,163.56,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COPZ79516,46kihokm948iy00g0bf8
2020-11-19,2020-11-24,2020-11-24,4700.0,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,CORF15305,zq1vkvv411qizrmt0nhb
2017-02-23,2017-02-28,2017-02-28,500.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COEN59282,62hln6goqsy9isiw39ll
2018-03-27,2018-04-06,2018-04-06,2000000.0,G,Citric Acid,E235421,The Netherlands,EU,Rotterdam,COPN12688,u5bo81241uwnzaf9kw51
2019-02-19,2019-02-22,2019-02-22,50.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COMG91680,d3jjh1wbvr6cuhr5d7hf
2020-02-07,2020-02-11,2020-02-11,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COBC26731,vsv3v4bnax29w7rpp9cw
2019-10-28,2019-11-04,2019-11-04,50.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COGQ50820,nbil8b5l9jpa21e5j7o6
2022-06-09,2022-06-28,2022-06-29,200.0,KG,Citric Acid,E235421,The Netherlands,EU,Moerdijk,COFG18537,rhd5e9jlwxwu1r0dn952
2019-12-09,2020-02-03,2020-02-03,1000.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COZI72220,b5ikro8ua4nutho6969p
2020-07-23,2020-07-27,2020-07-27,1316.0,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COSI94973,sdc63h0anhkw9x6reavb
2017-10-26,2017-10-30,2017-10-30,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COBA28112,ehhw9bh2mpgl9u0u83t5
2020-09-02,2020-09-08,2020-09-08,50.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COMG91680,kvbotzl9do0fk46wq28k
2019-11-12,2019-11-19,2019-11-19,111.86,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,CORY46361,cxhhdas1co1rywymcs3y
2019-06-24,2019-06-26,2019-06-26,1100.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COZD36000,4n5bzgjvb2yt9l6twr2v
2020-01-21,2020-01-24,2020-01-24,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COLB25278,3tgaqhcb82oxlmyqs8cg
2019-07-04,2019-07-10,2019-07-10,111.86,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,CORY46361,90mx7accdzzc5a8sm0d4
2019-06-06,2019-06-14,2019-06-14,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COHV48906,8egj7a0kll5znlncj7xz
2019-07-09,2019-07-15,2019-07-15,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,CORY46361,y0uqc4wxefjrpd5l8f1b
2018-09-07,2018-10-18,2018-10-18,10000.0,KG,Sugar,E131096,France,EU,Tournan en Brie,COET99085,om17oce3ozkdzwaczhze
2021-01-04,2021-01-08,2021-01-08,1000.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,CORA74665,q3mn9x6gtx9gsdik6gs0
2021-03-25,2021-03-29,2021-03-29,325.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COXR87701,jvc9s902a0nw60jsctol
2022-03-08,2022-03-11,2022-03-11,571081.4899999999,G,Gelatin,E164938,The Netherlands,APAC,Enschede,COHV48906,qgasgk783nc8mq5s45nm
2022-08-17,2022-08-22,2022-08-22,975.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,CORU86153,tvz2gpilerekjs7yucf6
2018-02-01,2018-02-12,2018-02-12,50.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COBP25075,wxqgldxzflmr19ik85en
2018-12-19,2018-12-27,2018-12-27,1100000.0,G,Citric Acid,E235421,United Kingdom,EU,Swansea,COZD36000,cce4haecp3gkqryy8nxw
2021-07-01,2021-07-12,2021-07-12,1.0,MT,Sugar,E131096,United Kingdom,EU,Bristol,COJX12597,068axp0uo7rv87zmyp2c
2020-02-19,2020-02-28,2020-02-28,2.0,MT,Sugar,E131096,United Kingdom,EU,Bristol,COJQ34559,haqpkwqzzgus8p6wklx2
2018-05-02,2018-05-11,2018-05-11,2000.0,KG,Gelatin,E164938,France,APAC,Tournan en Brie,COPE26801,wedf43390f8nuix6ht3i
2019-05-24,2019-05-29,2019-05-27,50.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COYB41878,e68po55qy6orre93u62e
2021-11-11,2021-11-24,2021-11-24,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COJZ51242,r6eu6rln7ogkh50k2t9z
2019-11-06,2019-11-08,2019-11-08,58.28,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COPZ79516,04q3qtmaymywc94twkc0
2021-01-21,2021-01-27,2021-01-27,100.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COZF55602,31vglivho8kto9qesos0
2019-06-03,2019-06-07,2019-06-07,1.0,MT,Sugar,E131096,United Kingdom,EU,Bristol,COJO26928,zxkqkp90ne6yiwds2slr
2017-05-19,2017-05-29,2017-05-29,2190.6,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COES53041,4ehmw5mxvwbq2c6x3wn8
2018-06-06,2018-06-08,2018-06-08,200.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COST01376,aard7dq8vdgwmqebn26f
2018-03-30,2018-04-16,2018-04-16,1000.0,KG,Citric Acid,E235421,The Netherlands,EU,Moerdijk,COSU27339,4dqwml7o610hlsefgbcp
2022-08-17,2022-08-22,2022-08-22,204.45,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COIZ41043,6oqnfc3y0spwqigbu990
2021-03-29,2021-04-02,2021-04-02,0.11186,MT,Gelatin,E164938,The Netherlands,APAC,Moerdijk,CORY46361,mz9hgna0b6nwy1mtjyeo
2021-03-26,2021-03-30,2021-03-30,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,CORY46361,ujd022ybur0k8oig4e8q
2019-05-02,2019-05-07,2019-05-07,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,CORY46361,envguasmcj2jgb36h2bq
2021-06-09,2021-06-15,2021-06-15,3000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COOM36510,gfqw856u0rktoc19yq5q
2019-04-12,2019-04-19,2019-04-19,2190.6,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COLN23384,hs5cd3bmyu8tn8fqmj22
2019-04-23,2019-04-25,2019-04-25,225.0,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COQR32700,oigkyojb47zpo0llqixu
2021-02-17,2021-02-25,2021-02-25,50.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COIF23429,ce5ycn31lycfvp1xnkvb
2022-02-07,2022-06-01,2022-08-10,1000.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COHO51263,2hqbwo7bal23iqg1ojl9
2022-06-15,2022-06-21,2022-06-21,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COIG12066,ok165dv6loi5yrce3sem
2018-01-12,2018-03-12,2018-03-12,200.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COYK47433,zyg8cv71e4fmtcp2r7do
2019-10-22,2019-11-06,2019-11-06,300.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COUN22630,yfy5746s5ipruixbh3hs
2017-01-24,2017-01-30,2017-01-30,25.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COVF09263,owmwgosnstavpiagf9ah
2017-10-03,2017-10-06,2017-10-06,1095.3,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,CORQ92002,o3k5wuih2jyhrqg3igfo
2021-02-02,2021-02-18,2021-02-18,500.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COWV99878,0skujro5v01705sflyg6
2022-06-16,2022-06-20,2022-06-20,120.32,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,CORY46361,d93wd6ocsvs1vucahogf
2017-12-07,2017-12-12,2017-12-12,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COBA28112,jk3gmjoiezzg6dlmfbdw
2022-03-23,2022-04-11,2022-04-11,1100.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,CODQ01068,u1g7pndxmz2cao1kvldh
2019-12-12,2020-01-31,2020-01-31,22000.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COPE26801,p3a0mq4xo06r9dd6eaf0
2019-01-30,2019-02-01,2019-02-01,1000.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COZD36000,ezt9lnbohuxs928q0p5m
2021-02-18,2021-03-01,2021-03-01,335.58,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COZK41556,w1c8n3vo0en9uu2y4ix0
2019-12-06,2019-12-11,2019-12-12,1.0,MT,Citric Acid,E235421,United Kingdom,EU,Swansea,CONK10878,hy9kdppeq1zjgdgk8dzv
2019-02-01,2019-02-05,2019-02-05,2190.6,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COLN23384,r9d02u7jhqdxvniua0ir
2018-01-15,2018-01-18,2018-01-18,1.0,MT,Sugar,E131096,United Kingdom,EU,Swansea,COLA57745,al0l8lphykiz8v886n7h
2020-09-17,2020-09-21,2020-09-21,14570.0,G,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COFO78688,mqdmj9ixs6ld2t8yfotu
2018-08-24,2018-09-25,2018-09-25,4500.0,KG,Gelatin,E164938,France,APAC,Tournan en Brie,COPM10254,x6j1ygskqyp891xsd0nk
2020-01-21,2020-02-18,2020-02-18,5000.0,KG,Citric Acid,E235421,The Netherlands,EU,Enschede,COFJ18483,vdkipdhsp2oy4cd3liqa
2021-11-16,2021-11-19,2021-11-19,135.0,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COQK38025,123ncrjav6nicd23v4xn
2019-09-30,2019-10-11,2019-10-11,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COJB65825,1fvqfbdpwc1dnp7wlyuy
2019-06-05,2019-06-26,2019-06-26,100.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COWP36425,rj55vfnie9laodezt07b
2020-03-31,2020-04-22,2020-04-22,1000.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COIB55789,vq4rkp3wude71woo0hll
2021-11-15,2021-11-15,2021-11-15,200.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COKH45544,ssg7fwps64hmzywdv5qi
2022-02-15,2022-02-17,2022-02-17,120.32,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COWG83924,n7zxfmx9iyhosdqe3nhw
2021-11-16,2022-01-18,2022-01-18,2000.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COZD36000,vl9v73puwsxvti2v0zsl
2021-03-08,2021-03-12,2021-03-12,2000.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COJQ34559,weuz1khluefcjz9bo4f6
2021-10-28,2021-11-12,2021-11-08,1720.1999999999998,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COHQ52650,t8rba2fyry92hjqn33bq
2018-10-02,2018-10-08,2018-10-08,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COGN15527,85uvlyabzm36wkr38k2d
2022-03-04,2022-04-28,2022-04-28,2000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COIF13477,0jzcbffbfl1hbgyb2dp6
2021-07-09,2021-07-19,2021-07-19,481.28,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COZK41556,3qwbmnergwj8rr1l7ken
